sentence,difficulty_label
"Weil sich diese Produkte nicht mehr zum normalen Preis verkaufen lassen, werden sie im Preis reduziert und als Zweite-Wahl-Ware beziehungsweise B-Ware angeboten.",C1
“ Die pikante bayerische Käsezubereitung wird gern als Zwischenmahlzeit serviert.,C1
"Also das ist irgendwie so ‘n Druck , der so weggeht.",A2
"Also, die können es uns nicht wegnehmen.",A2
Durch die Bank ignoriert werden die oft sehr beträchtlichen geistigen Fähigkeiten schizo- phrener oder autistischer Patienten.,C2
"Allerdings sind manche Länder vom Automatisierungsrisiko stärker betroffen als andere: In Ländern wie Deutschland und Österreich ist das Risiko viel höher als beispielsweise in Ländern wie Korea, Estland oder Finnland.",C1
"Diese Entwicklung können wir heute schon bei allen Entscheidungen berücksichtigen, zum Beispiel bei der Einrichtung und dem Ausbau der Stationen für schnellen Internetzugang.",C2
"Chefkoch Markus Brunner brät hier jeden Tag dutzende Schnitzel und weiß, dass es auf die richtige Vorbereitung des Fleisches ankommt .",B2
"„Frau Müller, ich habe ein Problem.",A1
"Jetzt im Herbst kann man immer wieder Kinder sehen, die Kastanien sammeln.",B1
Aber schon nach drei Metern hatte er keine Kraft mehr.,B1
"Die antike Gesellschaft unterschied klar zwischen Tätigkeiten: Für Sklaven und Frauen bedeutete Arbeit, während die Muße einzig den freien Männern zustand, wie der Historiker und Publizist Eberhard Straub im Hinblick auf die kulturellen Normen jener Zeit verdeutlicht: ‚Selbstverständlich sollte der Mensch das Privileg besitzen, gelegentlich untätig zu sein.‘",C2
"Moritz entfernt, können die Surfer ihre Fähigkeiten testen.",B1
"Eisblumen kann man nicht kaufen, weder in einem Blumenladen noch in einer Eisdiele.",C1
"Es ist rot und ein bisschen alt, aber sehr schön.",A2
"Wie das Tischlern und das Schreinern gehört auch das Drechseln zu den Handwerksberufen, die in Deutschland eine lange Tradition vorweisen können.",C1
In der Nähe von Hamburg befindet sich einer der größten Schrottplätze Europas.,B2
"Keine Medikamentenrückstände mehr im Trinkwasser, in Flüssen, Seen und Ozeanen?",B2
Vor der Party muss er noch viel machen.,A2
Dann sind – so Josef – selbst die Kühe still!,B2
"Egal wie charmant sie eingeladen wird, sie trinkt nie mit.",C1
Selbst in der Erinnerung der Passanten bleiben keine Bilder zurück.,C2
"Leider muss ich zugeben, dass es diesen Machtmissbrauch einiger Kollegen gibt, aber muss man deshalb alle “Pauker” in die Schmuddelecke stellen?",C2
Vorher haben sie ihre Hände benutzt.,A2
Meine Freundin kennt eine gute Reinigung gleich um die Ecke.,A2
"Dann sagt sie: „Ich gehe auf das Festival, denn die Musik ist sicher toll.",B1
"Dann zeigen niederländische Handwerker ihr Angebot, und die holländische Version des Nikolaus' zieht durch die Straßen.",B2
"Sie lernen nicht nur viel über Tiere, sondern auch einen respektvollen Umgang mit der Natur.",B1
"Sie hatten eine besondere Stellung im sogenannten Heiligen Römischen Reich, das im Mittelalter in Europa herrschte, und waren immer schon frei und unabhängig.",C1
In vielen Gasthöfen im Tal treffen Touristen und Traditionen aufeinander .,B2
"Was glauben Sie, geht der Mensch im Laufe seines Lebens einmal um die Erde?",C1
"Damit erfüllte sich ein Wunsch des französischen Pädagogen, Historikers und Sportfunktionärs Pierre de Frédy, Baron de Coubertin, für dessen Verwirklichung er sich beinahe 15 Jahre eingesetzt hatte.",C2
"Der Reiz liegt im Vorhandensein eines Programms überhaupt, in der Vorhersehbarkeit, mit der neue Geschichten und Nachrichten regelmäßig wieder- kehren.",C2
"In der Bonner Klinik herrscht die Überzeugung, dass die Patientinnen und Patienten mit Essstörungen, die sich an sie wenden, tatsächlich ernsthafte Behandlungsabsichten hegen.",C2
Trotz vieler Ankündigungen wurde bislang aber noch kein Mittel zur Verbesserung von Ler- nen und Gedächtnis bei Gesunden auf den Markt gebracht.,C2
"Brigitte Sorger verdeutlicht das an einem Beispiel: „Eine Bekannte aus Deutschland hat mir erzählt, dass die nach Österreich kam und über längere Zeit dachte, dass ‚Sackerl a?",B2
"Die Olympische Fanfare erklang, als Georg I. von Griechenland am 6. April 1896 die ersten internationalen Olympischen Spiele der Neuzeit eröffnete.",C1
"Generation Instagram und die analoge Fotografie Von allem und überall Fotos machen können, so kennt es die junge Generation.",B1
"Und insofern war es schlichtweg immer ein Gebot gewesen, dass der Mensch auch faul sein dürfe und faul sein müsse.",C1
Und mit Zustimmung von Architekten und Innenarchitekten werden Intelligenz und handwerkliche Fähigkeiten vielfach weiterhin durch Chemie ersetzt.,C2
"Dies könnte mitunter der Grund gewesen sein, weshalb er eine tief verwurzelte Aversion gegen das Bildungsbürgertum, das schulische Wissen und die wissenschaftliche Disziplin hegte.",C2
"„Faul sein ist wunderschön, / Denn die Arbeit hat noch Zeit / Wenn die Sonne scheint und die Blumen blüh’n / Ist die Welt so schön und weit.",B2
"Darüber hinaus können wir auf ein enormes Repertoire von idiomatischen Wendungen zu- rückgreifen, als da sind: Er ist auf den Kopf gefallen; kann nicht bis drei zählen; ist nicht ganz dicht; hat eine weiche Birne; einen Dachschaden; eine lange Leitung; einen Hau; einen Stich; einen Knall; einen Vogel; ein Brett vorm Kopf; einen Sprung in der Schüssel; ist nicht ganz bei Trost; ist von allen guten Geistern verlassen; hat nicht alle Tassen im Schrank; tickt nicht richtig.",C2
"Anfang der 1970er Jahre brachte ein Bestechungsskandal die Bundesliga in die Schlagzeilen: Einige Vereine, darunter Arminia Bielefeld, hatten Geld an Spieler gegnerischer Mannschaften gezahlt, damit sie die Spiele verloren.",C1
"Indem wir Fotografien verwenden, quantifizieren wir gewissermaßen unsere Kollektionen, um diese in digitalisierte, dreidimensionale Kleidung zu transformieren.",C2
"“ Denn, so Sandgruber: „Es ist also eigentlich fatal , wie Autodidakten – und gerade Autodidakten sozusagen mit Halbbildung – dann besonders stark auf dem verharren, was sie sich einmal angeeignet haben, und eigentlich keine Expertise von Fachleuten mehr anerkennen wollen.",C2
"Mädchen, die oft noch im Wachstum sind, machen eine oder mehrere Diäten, um diese Norm zu erfüllen.",B2
"Doch manchmal passiert es, dass er ein richtiges Schnäppchen findet, also etwas, das gute Qualität hat und dabei auch noch preiswert ist.",C1
"Bei analog geht es mehr darum, was man aufnimmt – und dabei auch mal um die Ecke zu denken .",B2
“ Das Bestattervelo ist eine Sonderanfertigung.,A2
Der Clown ist ihr Onkel Edward!,A1
"Je später also jemand beginnt, umso besser.",B2
"Die Organisatoren nennen sie nicht mehr „WC“, sondern den „5. Raum“.",B2
Ich liebe die Avocado .,A1
Der berühmte Aachener Dom erstrahlt im Licht.,B1
"Anna und Jonas sind froh, dass sie ihren Hund wieder gefunden haben.",A2
Der Sozialdemokrat war Staatssekretär und galt als einer der wichtigsten Beamten in der Finanzkrise .,C1
"Übrigens, automatisch passiert so eine Ehrenpatenschaft nicht.",B1
"Zum einen wollen viele junge Menschen auch wieder so ein bisschen zurück zur Natur, wieder Naturabenteuer erleben.",B1
"Mit unverhohlener Verachtung begegnet er sowohl den Generälen als auch den Juristen, während er die Lehrer in höchstem Maße missachtet und sich selbst als unvergleichliches Genie glorifiziert.",C2
Sadja und Fatma sind sehr müde von der Reise.,A1
"Rund 24 Millionen Menschen, Alt wie Jung, sind Mitglieder in Sportvereinen, bewegen sich tagaus, tagein auf Fußball- und Tennisplätzen, in Schwimmhallen, sie joggen oder strampeln auf Mountainbikes durch die Wälder oder sie bewegen zu rhythmischer Musik Bauch, Po und Beine.",C1
Und von dem her ist hier alles da – auch ausländische [Kundinnen und Kunden].,B2
Sie steigt aus und sieht auf ihr Handy.,A1
2 210 500 800. Dabei schien er auf Grund seiner verminderten Intelligenz auf den ersten Blick nicht einmal richtig zählen zu können.,C2
"Sie hören einen lauten Knall und ein Auto, das davonrast.",B1
"Man kann die auch mit viel Fett versetzen, aber wir nehmen lieber ’ne fleischigere.",B2
"Aber da wir haben den Eindruck, dass da die Stadt auch sehr darauf achtet, dass der Aachener Dom diesen Status „Weltkulturerbe“ erhält .",B2
Von den Frauen machen das nur 13 %!,A1
Dort geht man von Raum zu Raum.,A1
Allein in diesem Zimmer sind sechs davon.,A1
"Du weißt auch gar nicht, wie du das aufräumen sollst.",B1
"Was vielleicht auch noch ganz interessant ist: Jede vierte Tasse Kaffee, die in Deutschland getrunken wird, wird nicht zu Hause getrunken.",B2
Sie hat viele Fragen: Wer hat den Brief geschrieben?,A2
“Dann gibt die Frau Tanja die Jacke zurück.,A1
"Weil eben Kalbfleisch ist extrem heikel , hat sehr viel Wasser, weil es ein junges Kalb ist.",B1
"Es wurde sogar eine Theorie angewandt, die Miasma-Theorie.",B2
Aber Laura hat ein Problem: Sie hat noch kein passendes Kleid.,A2
Die begeisterte Wanderin Katharina Kos testet den neuen Weg.,B1
In der heutigen Arbeitsmarktrealität sind Arbeitslose keineswegs Faulpelze; vielmehr wurden sie durch äußere Umstände ihrer Beschäftigung beraubt.,C2
Aber Krampus – oder auch „Percht“ genannt – ist er schon seit Kindertagen.,B1
Sie bringt jede Woche mehr als 600 Briefe und circa 60 Päckchen nach Lehde.,B1
"Später wird ein Arzt sagen, dass sie damit niemals hätte laufen können - schon gar nicht durch einen Dschungel.",C2
"Auf Gehwegen sind E-Scooter verboten, man muss einen Radweg benutzen.",B1
"Um dem entgegenzuwirken, muss viel Überzeugungsarbeit geleistet werde, weiß Geschäftsführer Andreas Jörß: „Da sind wir sicherlich bei einem Kernthema der Druckbranche: Kunden zu finden, die heute auch noch sagen, das sogenannte – in Anführungszeichen – ‚hölzerne Medium‘ ist immer noch das richtige Medium.",C1
Und da hat er ein Orakel befragt.,A2
Und Ralf legt die Muffins auf die Teller.,A1
"Moment, ich hole das Wasser aus meiner Tasche.",A2
Auch Wolfgang Wieland wollte etwas erreichen.,A2
"Bei der internationalen Umfrage haben Menschen aus Deutschland, Italien, England, Spanien, Frankreich, den Niederlanden und Brasilien mitgemacht.",B1
"„IQ-Tests messen nicht die Intelligenz“, sagt er, „sie korrelieren eher schwach mit ihr.",C2
Sie trägt heute ein T-Shirt von Silbermond.,A1
Insgesamt waren es 130. 000 Euro!,A1
Und vielleicht setzt bis dahin ja ein Umdenken in der Gesellschaft ein – hin zu mehr Nachhaltigkeit und Naturverbundenheit.,C1
Timo geht durch das Haus und öffnet die Tür.,A1
Montags und freitags hat die Hotel-Bar geöffnet.,A1
"Und dann gibt’s halt den Kalbsbraten, der jetzt da 14 Stunden drin war – bei 66 Grad.",B1
“ Auch Leonie nimmt etwas von Maries Nudeln.,A2
Seit 1945 verbietet das Völkerrecht in Gestalt der Satzung der Vereinten Nationen jede gewaltsame Einmischung von außen in die Angelegenheiten eines Staates.,C2
"Das ist sehr nett“, sagt Sofia und gibt dem Mann das Geld.",A2
Fassen lässt sich das Wunder ihres Lebens bis heute nicht.,C2
"Die Betroffenen verpassen den Zeitpunkt, mit dem Hungern aufzuhören.",C1
"Die Forscherin entschuldigte sich bei ihren Mitarbeitern, der Universität sowie der Öffentlichkeit und erklärte ihren Rückzug aus der Wissenschaft.",C2
"Oder, wie man heute sagen würde, ein geschickter Netzwerker.",C1
Die Natur in Bayern ist sehr schön.,A1
Und: Ich hab’ so viele Ideen.,A2
Baron de Coubertin starb 1937: Während eines Spaziergangs im schweizerischen Genf blieb sein Herz stehen.,B2
Sie kommunizieren allerdings inzwischen viel häufiger auf digitale Weise.,B2
"Glas, Stahl und Beton : Der Potsdamer Platz ist wieder ein pulsierendes Zentrum in Berlin.",B2
"Bleibt die Frage: Inwieweit können diese Abläufe planmä- ßig manipuliert werden, um die Leistungsfähig- keit des Menschen zu steigern?",C2
"Die Möglichkeiten für die Lehrkräfte, Innovationen aufzunehmen und in den Unterrichtstag einzubinden, sind immer noch zu gering.",C2
Der Mythos der Bayern ist eine Schöpfung von Menschen.,B2
Etablierte Hersteller setzen auf Sofortbildkameras – ein Foto kostet rund einen Euro aufwärts .,B2
"Gyan Härri konstatiert, dass wir nur äußerst selten existentiell mit der Endlichkeit unseres eigenen Lebens konfrontiert werden.",C2
Und aus dieser Sicht spricht weder etwas gegen monogame Beziehungen noch etwas gegen Polyamorie.,C1
Zwar werden auch die nicht unkritisch gesehen; an allerhand Vorbehalten fehlt es nicht; auch Neid und Häme spielen eine Rolle.,C2
Dann sind Sie 10 Stunden unterwegs.,A1
"Offenbar war seine psychische Konstitution bedenklich, seine seelische Verfassung war nicht sehr gut.",C1
Diese Tradition existiert bereits seit 1897. Heute ist das die Arbeit von Postbotin Andrea Bunar.,B1
Dann holt sie ein Buch aus ihrer Tasche.,A2
"Großstädte strahlen derart hell, dass sie aus der Distanz betrachtet wirken, als lägen sie unter einem glanzvollen Lichtdom, vollständig von einem schimmernden Lichthorizont umfasst.",C2
Wer oder was macht das Geräusch?,A1
"“„Super, dann machen wir das“, antwortet Laura.",A2
"Die Häuser sind billig, das Wetter ist besser.",A2
"Diese Statistik sieht seit vier Jahren fast gleich aus, obwohl man in der Zwischenzeit viel über Klimaschutz und umweltfreundliche Transportmittel diskutiert hat.",C1
"Um die Geschichten der alten Städte nicht zu stören, ja, um sie noch besser verstehbar zu machen, sollten die Neubauten alte Strukturen wiederaufnehmen.",C2
"„Komm, wir fahren an den See“, sagt Sofia und steht auf.",A1
Er nimmt Lottas Hand und geht aus dem Zimmer.,A2
Wir kochen und essen oft zusammen.,A1
Der Welt verdanken wir die Wiederbelebung der Olympischen Spiele der Neuzeit dem visionären Franzosen Pierre de Coubertin.,C2
Denn die Provinz ist immer noch abgehängt .,B2
"Also, man schmeckt das richtig das Aroma raus .",A2
"Wenn alles gut läuft, sind die Gäste bei ihrer Abreise achtsamer und haben mehr Respekt für die Landschaft, in der sie Urlaub machen.",C1
"Elvis hatte als Soldat etwa 1,5 Jahre in dem hessischen Ort gelebt.",B1
"Sie träumen davon, dass jeder EU-Bürger zum 18. Geburtstag ein Interrail-Ticket geschenkt bekommt.",B2
Offenheit und Ehrlichkeit den eigenen Gefühlen gegenüber trifft aber unabhängig vom Beziehungsmodell letztendlich auf alle Beziehungen zu.,C1
Dann gibt er Dina den Hund.,A1
"Das kann man sich nur erklären als Wirken Gottes in dieser Situation an diesen Menschen – übrigens Situationen, die es später in der Kirchengeschichte auch immer wieder gegeben hat, in ganz unterschiedlichen Teilen dieser Erde.",C1
"Sogar vier Hauptstädte liegen an der Donau: Wien in Österreich, Bratislava in der Slowakei, Budapest in Ungarn und Belgrad in Serbien.",B2
"„Ich möchte gerne Kindern die Möglichkeit geben, beides kennenzulernen, sowohl die christliche Religion – also etwas anderes, was sie nicht tagtäglich erleben –, und gleichzeitig aber auch uns neugierig machen auf das, was die muslimischen Kinder im Alltag erleben.",C1
Für den Erfolg derartiger Kettengeschichten spielt ihre Einbindung in den Alltag eine große Rolle: Neue Aufregungen ereilen uns in regelmäßigem Rhythmus und in bekannten Erzählformen.,C2
"„Aber Oma, du schenkst mir Schuhe?",A1
Rolipram und ähnlich wir- kende Medikamente befinden sich derzeit in frühen Phasen der klinischen Prüfung am Men- schen.,C2
Denn sie bekommen mehr Sonne ab als die wilden Heidelbeeren im Wald.,B2
Bei den Automobilen war es – Volkswagen.,A2
"Ein riesiger Markt hat sich entwickelt, auf dem die Angst vor der Dummheit immer enormere Dummheiten hervorbringt.",C2
"In der Regel sind die Worte „Ma-ma“ und „Pa-pa“ die ersten Worte, die Kinder sagen.",A2
"Das Wasser ist sehr kalt, aber das ist für Willi kein Problem.",A2
"Die hochentwickelte Nachbearbeitung von Bildern, die sich durch präzise Gestaltung von Licht und Schatten auszeichnet, stellt für die neueste Generation KI-basierter Grafikprogramme keinerlei Herausforderung dar.",C2
Können wir da nicht mal über den Preis verhandeln?,B1
“ Von Bequemlichkeit keine Spur: Jede Unebenheit im Boden spürten die Insassen.,C1
"Und das wissen sie denn ganz genau, und da sagen sie auch: Also, bei Oma Börse kann nicht jeder tun, was er will.",B2
Er ist erst vor zwei Monaten nach Deutschland gekommen.,A2
"Dazu gehören unter anderem Haarausfall, Knochenschäden oder Herz- und Nierenschäden.",B2
Aus voller innerer Überzeugung haben wir 1990 gemeinsam mit den vier Siegermächten des Zweiten Weltkriegs die außenpolitischen Aspekte der deutschen Wiedervereinigung vertraglich geregelt.,C2
"Wenn ein Baby im Mutterleib heranwächst, kann es noch nicht atmen und essen; es bewegt sich in einer Flüssigkeit, dem Fruchtwasser.",B2
Die längste Autobahn Deutschlands ist die A7: Man kann auf ihr von der dänischen Grenze bis zur österreichischen Grenze fahren oder natürlich auch umgekehrt.,B1
"Nachdem die Feuerwehr den Einbrecher in Sicherheit gebracht hat, wird er verhaftet und die Polizei nimmt ihm mehrere Hundert Euro ab, die er gestohlen hat.",C1
