sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability,difficulty_label
Lena nimmt oft eine Handvoll Schnee in den Mund und isst ihn.,0,749,12,,,A1,101.6,A1
"Auch hier wird eher Tiefkühlware aus Ländern wie Neuseeland und Australien importiert, die dann – je nach Qualität – für teures Geld im Supermarkt zu kaufen ist.",4,295,27,38.0,145.0,C1,71.48,C1
"Theater als Lebensschule Einmal eine andere Person sein, in eine andere Rolle schlüpfen: Das Niederrhein-Theater in Brüggen nahe Düsseldorf ermöglicht das interessierten Jugendlichen.",3,310,23,39.0,151.0,B2,39.67,B2
"Nicht alles, was Busch hört, ist schön.",3,448,7,10.0,116.0,B2,115.13,B2
"Diese Form war praktisch, denn die Flasche konnte im Freien nicht wegrollen.",2,631,12,,,B1,84.68,B1
Für viele bekannte Comiczeichner ist Busch bis heute eine Inspiration.,3,284,10,13.0,118.0,B2,52.87,B2
"Für mich die Faszination an der analogen Fotografie ist, dass es … Es fühlt sich echt an, dadurch, dass es physisch ist.",2,441,22,31.0,138.0,B1,75.54,B1
"Als erste stellen sich vor: der Vernünftige, begleitet von seinem kleinen Bruder, dem Verständigen, und gefolgt vom Klugen, vom Einsichtigen und vom (Erz- oder auch Blitz-)Gescheiten.",5,unknown,26,,,C2,53.55,C2
Viele Leute kommen schon seit Jahrzehnten zur „Börsen-Oma“.,2,465,8,15.0,123.0,B1,80.28,B1
"Die Kinder – und auch Jugendliche –, die hatten einen richtig großen Hunger auf Bücher, und zwar nicht Bücher, die sie schon kannten, sondern auch Bücher aus dem Ausland.",3,296,29,34.0,143.0,B2,69.45,B2
"2004 gab das britische Verteidigungsministerium zu, schon seit 1998 über 24 000 Tabletten des verbotenen Aufputschmittels gekauft zu haben.",5,unknown,19,,,C2,52.19,C2
Das Konzept kommt an .,1,446,5,5.0,109.0,A2,118.18,A2
"Mit 87 Jahren immer noch täglich 100 Gläser spülen, trocknen, kontrollieren.",2,465,11,20.0,128.0,B1,68.77,B1
"Das heißt, es kann ja sein, dass 60 Prozent der Jobs in ‘ner bestimmten Zeitfrist nicht mehr existieren werden.",3,318,19,26.0,132.0,B2,86.03,B2
"Allerdings: So ganz außen vor bleiben die Kinder und Jugendlichen dann doch nicht, sagt Raabe: „Wir haben allerdings eine Kinderbibliothek, eine internationale.",3,296,22,32.0,140.0,B2,66.07,B2
"Das ist ein Zeichen, dass er krank ist.",1,706,8,,,A2,105.66,A2
Beim Autokauf spielt das Umweltbewusstsein ohnehin kaum eine Rolle .,3,443,10,14.0,126.0,B2,62.34,B2
“ Das Werkstück wird jetzt in mehreren Arbeitsgängen in seine Form gebracht.,3,309,12,16.0,123.0,B2,68.77,B2
"Das ist das ursprüngliche Essen, das ist regional essen.",1,315,9,12.0,118.0,A2,62.34,A2
Die beiden gehen schnell zur Tür und öffnen sie.,0,543,9,,,A1,96.18,A1
Hier das Ergebnis: 67 Prozent der Befragten falten das Klopapier vor der Verwendung am liebsten.,3,676,15,,,B2,56.25,B2
Anastasia nimmt den Brief und geht wieder in die Küche.,1,474,10,,,A2,95.17,A2
"Sie baten mich zu warten, bis sie bei der Stadt keinen Internen gefunden haben, der sich bewirbt!",5,unknown,17,,,C2,71.14,C2
"Jede Szene wird genau geprobt, einstudiert.",2,310,6,13.0,117.0,B1,99.23,B1
1. Seine Mannschaft ist im Finale!,0,527,6,,,A1,99.23,A1
Die zwei Geschwister stehen auf und gehen schnell zum Boot.,0,502,10,,,A1,95.17,A1
Obwohl Frank Hanel gut auf seine Schafe aufpasst und seinen Beruf mit Leidenschaft ausübt: Finanziell lohnt sich die Schäferei für ihn kaum noch.,4,295,23,35.0,147.0,C1,73.51,C1
"außerdem Wasser, energiereiche Snacks , Sonnencreme, ein Erste-Hilfe-Set und warme Kleidung.",1,476,11,23.0,133.0,A2,19.03,A2
"Ich finde: Auf Sylt kann jeder sein ganz persönliches Highlight finden – irgendwo zwischen Meer und Watt, Luxus und friesischer Gemütlichkeit .",4,482,22,29.0,136.0,C1,51.18,C1
Josef aber ist am liebsten auf dem Berg.,1,306,8,10.0,115.0,A2,105.66,A2
Uwe Seeler beispielsweise arbeitete deshalb zusätzlich noch als Repräsentant des deutschen Sportartikelherstellers Adidas und betrieb eine Tankstelle.,4,314,17,30.0,142.0,C1,45.76,C1
Aber der Speicher dieses Wachmachers ist nach den Wintermonaten fast leer.,4,579,11,,,C1,60.31,C1
"„Das ist eigentlich der Aussichtsberg, der schönste, wo ma im Chiemgau haben.",1,306,12,21.0,126.0,A2,84.68,A2
"Es nimmt ein böses Ende mit ihnen, der Bäcker zermahlt sie zu Korn.",5,284,13,21.0,126.0,C2,75.2,C2
"Als er hört, dass plötzlich jemand die Eingangstür öffnet, springt er auf den Balkon und versucht, über die Hauswand nach unten zu klettern.",4,622,23,,,C1,73.51,C1
"Das Fazit der Finanzwissenschaftler, Stadtentwickler und Immobilienexperten: Über zehn Jahre betrachtet, bei Berücksichtigung aller Kosten und Erträge, überwiegen die vermeintlichen finanziellen Vorteile auf der „grünen Wiese“.",5,unknown,26,,,C2,36.63,C2
Er heißt Paul und ist groß und dünn.,0,537,8,,,A1,114.12,A1
Anders als im Familienhaushalt werden in der Restaurantküche nicht alle Zutaten auf einmal in den Topf geworfen.,4,289,17,26.0,134.0,C1,54.22,C1
"Der Kopf eines Babys besteht aus vielen verschiedenen Knochen, die alle ganz weich sind.",2,720,14,,,B1,74.19,B1
Der Ausdruck kann auch im übertragenen Sinn gebraucht werden: Wer redensartlich „mit beiden Beinen im Leben steht“ oder „auf dem Boden steht“ ist selbstbewusst und kommt im Leben zurecht.,4,310,29,43.0,155.0,C1,50.5,C1
"Dann sieht sie einen jungen Mann, der eine schwarze Hose und ein schwarzes T-Shirt trägt.",1,539,15,,,A2,98.55,A2
"Eingangs erleben sie Erfolge, doch im weiteren Verlauf schwindet ihr Bewusstsein für Körper, Gewicht und Hungergefühle allmählich.",5,unknown,17,,,C2,45.76,C2
Dann hätte bestimmt auch der Beruf des Schäfers wieder eine Zukunft.,3,295,11,13.0,121.0,B2,94.15,B2
Das Wetter ist schön und die Sonne scheint.,0,517,8,,,A1,105.66,A1
"Viele Menschen haben Angst, ihr Zuhause zu verlieren, weil sie die Miete nicht mehr zahlen können.",3,464,16,20.0,130.0,B2,80.62,B2
"So konnten Forschende bei Testpersonen von verschiedenen Kontinenten nachweisen, dass diese erregter und aufmerksamer wurden, sobald sie schlechte Nachrichten hörten – unabhängig von ihrer Herkunft.",4,290,25,39.0,155.0,C1,30.2,C1
Sie stehen in der Küche und öffnen den Kühlschrank.,0,542,9,,,A1,96.18,A1
"Sie realisierten sich im Kopf, sagt Professor Elger.",3,316,8,12.0,117.0,B2,63.36,B2
"Architektur ist heute beliebig und wird oft schon nach wenigen Jahren durch Neubauten ersetzt, wie man in boomenden Metropolen weltweit beobachten kann.",5,unknown,22,,,C2,66.07,C2
Trier ist das neue Karl-Marx-Stadt?,1,454,5,11.0,114.0,A2,66.4,A2
Meist betrifft es Mädchen und Frauen.,1,285,6,8.0,113.0,A2,73.85,A2
Informationen kommen auch aus hochgeladenen Fotos.,2,470,6,10.0,114.0,B1,6.17,B1
Er schreibt den Blog „Bake to the roots“ und diese Seite wurde schon mehrfach in Deutschland prämiert .,3,459,18,22.0,131.0,B2,96.52,B2
"Fridolin: Nein, ich finde, hier sind die Suppen sehr gut.",1,525,10,,,A2,95.17,A2
"Schlagzeilen machte die Substanz, als die US- Sprinterin Kelly White bei der Leichtathletikwelt- meisterschaft 2003 in Paris positiv darauf getes- tet wurde; ihre beiden Goldmedaillen wurden ihr aberkannt.",5,unknown,28,,,C2,51.52,C2
"In einer globalisierten Welt, in der Nationen, Kulturen und Religionen enger denn je miteinander verflochten sind, wird der Kompromiss zur Grundlage für das Überleben.",5,unknown,24,,,C2,38.66,C2
"Und ihm wurde dabei einiges klar: „Da hat er plötzlich erfahren, dass der Wald der Ursprungsort der deutschen Kultur sein soll.",4,325,21,28.0,135.0,C1,84.0,C1
Und vielleicht denkt jemand beim nächsten Mal an den Gumshoe und schmeißt seinen Kaugummi nicht auf die Straße.,3,462,18,24.0,132.0,B2,78.59,B2
"Das passiert nicht oft, aber heute hat Anna Glück.",1,541,9,,,A2,104.64,A2
"Ungeübte sollten sich aber mit einem Klettersteigset sichern: „Also, es ist eigentlich schon zu empfehlen.",2,321,15,26.0,133.0,B1,81.63,B1
"Manchmal braucht es dann seine Zeit, bis man herausgefunden, entschlüsselt, hat, was gemeint ist.",4,323,14,25.0,132.0,C1,74.19,C1
"“ Eine Mitarbeiterin an einem anderen Schalter war ebenfalls clever und behauptete einfach, dass er in einer bargeldlosen Filiale ist und man ihm deshalb kein Geld geben kann.",4,657,28,,,C1,52.53,C1
"Das Fest kam so gut an, dass sich alle einig waren: Bitte mehr davon – auch ohne königliche Hochzeit.",3,320,19,25.0,129.0,B2,103.97,B2
"Das Besondere: Das Kruzifix ist nicht unerreichbar, oben im Kirchengewölbe, für den Besucher angebracht, sondern fast auf Augenhöhe.",4,286,18,33.0,141.0,C1,53.21,C1
"Es gibt keine Helmpflicht, aber es ist empfehlenswert, seinen Kopf mit einem Helm zu schützen.",2,646,15,,,B1,107.01,B1
Rhabarber kann man nur von April bis Juni kaufen und das macht ihn so besonders.,2,637,15,,,B1,90.09,B1
"Dementsprechend nehmen sich viele Leute vor, jetzt was für die Gesundheit zu tun, sich mehr zu bewegen und entsprechend merken wir das natürlich bei den Anmeldungen im Januar und Februar.",3,438,30,37.0,149.0,B2,57.95,B2
"Ich wünsche mir einfach, dass das normal wird, das gilt für Männer wie für Frauen.",3,445,15,18.0,123.0,B2,81.63,B2
Der jähr- liche Modafinil-Umsatz von mehr als 700 Milli- onen US-Dollar weist jedoch auf einen starken Gebrauch außerhalb der zugelassenen Anwen- dungsbereiche hin.,5,unknown,23,,,C2,56.59,C2
“ Simon sieht einen kleinen braunen Fleck auf der weißen Tasche.,0,528,11,,,A1,103.63,A1
"• Wer freihändig fährt, zahlt 5 Euro.",1,634,7,,,A2,90.77,A2
"Herzrasen, Nervosität und ein extremes Hochgefühl sind die Folge – mitunter auf Kosten der Selbstkontrolle.",5,unknown,15,,,C2,74.19,C2
Ich war dabei und habe Gänsehaut gekriegt.,2,450,7,13.0,117.0,B1,106.67,B1
Die Produktion ist also viel teurer als der eigentliche Wert der Münze.,3,688,12,,,B2,84.68,B2
Hunde sollen also nur relevante technische Geräte aufspüren.,3,607,8,,,B2,46.44,B2
Und sie schmecken manchmal sogar noch etwas süßer.,2,576,8,,,B1,71.82,B1
"Bereits im Neuhochdeutschen wandelt sich die Bedeutung dieses Wortes auch zum Negativen hin: Muße bedeutet nunmehr nicht nur Freizeit, sondern auch Bequemlichkeit oder Untätigkeit.",4,287,24,40.0,153.0,C1,55.58,C1
"Wenn im Sommer die Temperaturen in Deutschland steigen, dann sieht man überall das Gleiche: lange Schlangen vor den Eisdielen.",2,739,19,,,B1,60.65,B1
Und Haushalte mit mindestens drei Personen machen nur noch 24 Prozent aus.,2,596,12,,,B1,84.68,B1
"Laut einer umfassenden Studie stehen Rohkaffeeproduzenten vor der komplexen Herausforderung, zahlreiche Barrieren zu überwinden, um sich nachhaltig einen bedeutenderen Anteil am Gewinn zu garantieren.",5,unknown,24,,,C2,30.2,C2
Um 13 Uhr hat Hannah Mittagspause.,0,503,6,,,A1,90.77,A1
In Oldenburg nennt man es liebevoll „Oldenburger Palme“.,2,289,8,14.0,120.0,B1,46.44,B1
"Ohne diesen Vertrag wäre die Vereinigung der beiden deutschen Nachkriegsstaaten nicht möglich geworden, er ist unsere völkerrechtliche Grundlage.",5,unknown,18,,,C2,53.21,C2
Die Blumen wachsen in ihrem Garten.,0,456,6,7.0,112.0,A1,90.77,A1
“ Für sie ist es eine neue Erfahrung.,1,441,8,9.0,113.0,A2,106.67,A2
"Ihr Mann war dagegen, dass sie einen Integrationskurs besucht.",3,444,9,13.0,121.0,B2,62.34,B2
"Diese Härchen sorgen dafür, dass die Beine weniger direkten Kontakt zum Spinnennetz haben.",3,626,13,,,B2,66.74,B2
"Hier wird’s … kriegt’s ’ne Nummer, wird eingemessen und wird im Fundbericht aufgenommen .",3,475,14,22.0,130.0,B2,84.68,B2
Pi mal Daumen ist eine lustige Redewendung und nicht ganz ernst gemeint.,3,629,12,,,B2,84.68,B2
"Aber ob in Bosnien oder im Kosovo, in Afghanistan oder an der Küste des Libanon: Die Häufung deutscher Interventionsbeteiligungen beunruhigt mich zutiefst.",5,unknown,22,,,C2,49.15,C2
Die alte Dame zeigt ihr die Handtasche.,0,529,7,,,A1,106.67,A1
"Ich versuche, nicht in meiner Unruhe zu rühren, weil ich gelernt habe, dass die Ostfriesen den Tee nicht umrühren dürfen, um den Kandiszucker unten und die Sahne oben nicht zu vermischen.",5,unknown,31,,,C2,48.47,C2
"Das Statistische Bundesamt erwartet, dass sich der Trend zu Single-Haushalten fortsetzen wird.",4,596,12,,,C1,42.38,C1
Die hatten auch noch kein Auto mit 150 PS.,2,321,9,11.0,114.0,B1,96.18,B1
"Wie gut, dass wir im 21. Jahrhundert leben …",2,618,9,,,B1,105.66,B1
Als zweiter Nachteil kommen die langen Transportwege hinzu.,3,291,8,12.0,118.0,B2,71.82,B2
Am Ende kommen alle Zutaten in die Pfanne.,0,535,8,,,A1,80.28,A1
Krankheitserreger können sich also nicht so leicht verbreiten.,3,618,8,,,B2,29.52,B2
"Dennoch verraten sie uns, welche Konventionen einer Gesellschaft zur Verfügung stehen, um sich von der eigenen Wirklichkeit zu erzählen.",5,unknown,19,,,C2,52.19,C2
"Man muss nicht immer alles hochmultiplizieren , was hätte, wäre, wenn, wenn wir 30 Prozent Zuwachsraten haben im Jahr.",3,440,19,31.0,135.0,B2,78.59,B2
"Mit dem Zeichnen begann Busch dann, um überhaupt etwas Geld zu verdienen.",2,284,12,15.0,123.0,B1,59.3,B1
Denn es hat eine auffällige Maserung und besondere Färbung.,3,309,9,15.0,123.0,B2,79.26,B2
"Sie wächst in der Erde, hat eine längliche Form und eine knallige Farbe: Die Wurzel, Möhre, Mohrrübe, Karotte.",1,685,18,,,A2,95.51,A2
"Und für viele ist halt die Blütenküche eher so ein bisschen – manche sagen auch „ Kaninchenfutter “ – eher so grün, Salat in die Richtung.",2,456,26,37.0,146.0,B1,82.99,B1
Für Geert Deneire sind es lange Tage auf dem Feld.,2,480,10,14.0,117.0,B1,112.09,B1
"Aus hygienischen und ästhetischen Gründen wird der Leichnam allerdings vorher einer speziellen Behandlung unterzogen: Er wird einbalsamiert , um den Verwesung sprozess zu verzögern, und durch eine kosmetische Behandlung so wiederhergestellt, als ob er noch leben würde.",4,293,37,60.0,179.0,C1,26.48,C1
Man stellte uns an den Pranger.,5,unknown,6,,,C2,116.15,C2
"Ich möchte keinen Hehl daraus machen, dass auch heute noch die Ziele des syrischen Geheimdienstnetzwerks, die Gesellschaft zu überwachen, denen der Stasi in der DDR entsprechen.",5,unknown,26,,,C2,70.47,C2
"Denn auch diejenigen, die ausreichend Geld zur Verfügung haben, vergleichen Preise, schauen, wo es einen Artikel möglicherweise preiswerter gibt.",4,301,19,26.0,142.0,C1,60.65,C1
Den Beinamen „Märchenkönig“ erhielt er wegen seiner Schlossbauten.,4,308,8,18.0,127.0,C1,46.44,C1
"Sie kämpften für eine offenere Gesellschaft, zum Beispiel für mehr Demokratie, Frauenrechte, freie Liebe und eine liberale Kindererziehung.",4,460,18,28.0,138.0,C1,87.05,C1
"Das Konzept, dass sich mehrere Schüler im Laufe eines Schultages einen Computer teilen können, würde einer bedarfsorientierten Verteilung entsprechen.",5,unknown,19,,,C2,60.65,C2
Der Berliner hat sich auf das Reparieren analoger Kameras spezialisiert .,3,441,11,14.0,121.0,B2,78.25,B2
Herr Schmidt zeigt Hannah ein Buch.,0,503,6,,,A1,99.23,A1
"Es bringt uns Zuverlässigkeit, wo diese nicht ohne Weiteres zu haben ist.",5,unknown,12,,,C2,84.68,C2
Auf der Nase trägt er eine dicke Brille.,0,537,8,,,A1,114.12,A1
Die Idee der Fortsetzung gehört demnach zur medialen Grundausstattung des Fernsehens.,5,unknown,11,,,C2,51.85,C2
"Wenn kalte Flüssigkeit in den Magen kommt, dann braucht der Körper Energie, um sie zu wärmen.",3,706,16,,,B2,72.16,B2
Ich fühle mich vor diesem massiven Tor sehr klein.,2,452,9,12.0,115.0,B1,87.72,B1
"Und wenn für dich was übrigbleiben soll, müssen es ein paar Schafe mehr sein.",3,295,14,21.0,124.0,B2,99.57,B2
Alexander trinkt ein bisschen Wasser und sieht zum See.,0,501,9,,,A1,87.72,A1
Mit Erfolg: Die Schauspielkurse sind immer ausgebucht.,2,310,7,13.0,119.0,B1,55.91,B1
"Also, das hab’ ich nicht aus ‘ner Notwendigkeit gegründet, weil es zu wenig Humor gibt, sondern einfach aus der Faszination an Humor mit ‘ner gewissen Seriosität.",4,303,26,39.0,148.0,C1,62.01,C1
Fünf Tage lang wurde die Hochzeit von Kronprinz Ludwig von Bayern mit Therese Charlotte Louise von Sachsen-Hilburghausen gefeiert.,4,320,18,30.0,136.0,C1,70.13,C1
"Fällt der Haufen zum Beispiel auf das Feld 41, und Sie haben ein Los mit der Zahl 41, dann haben Sie Glück und gewinnen einen kleinen Preis.",2,692,27,,,B1,94.83,B1
"Er genießt es, sich immer bereit zu zeigen für noch mehr Leistung.",4,468,12,15.0,121.0,C1,84.68,C1
Also kann sich Sandra nicht setzen.,0,514,6,,,A1,73.85,A1
"Ja, und darauf kamen wir halt auf die Idee.",1,455,9,11.0,116.0,A2,96.18,A2
"Die zwei Geschwister suchen im ganzen Haus, aber sie können Faust nirgends finden.",2,542,13,,,B1,83.66,B1
Und wie sieht die Situation in der EU aus?,2,597,9,,,B1,87.72,B1
“ Der eigentliche Ursprung des Wortes „Mutter“ liegt laut Martin Stankowski im Indogermanischen.,4,300,13,24.0,129.0,C1,50.84,C1
Der Schah von Persien ist zu Besuch .,0,460,8,12.0,115.0,A1,89.75,A1
Man kann so eine Kiste bestellen und sie wird dann direkt nach Hause geliefert.,2,740,14,,,B1,99.57,B1
„Ich weiß ja noch nicht einmal seinen Namen.,1,286,8,10.0,113.0,A2,88.74,A2
Die Lust an der Schadenfreude behielt Busch trotz der Schläge: „Man ist ein Mensch und erfrischt und erbaut sich gern an den kleinen Verdrießlichkeiten und Dummheiten anderer Leute.,5,284,28,43.0,156.0,C2,59.98,C2
"Wie Sancho Panza und Don Quijote gegen Windmühlen kämpften, kämpfen wir bis heute mit dieser schwierigen Sprache.",5,unknown,17,,,C2,79.6,C2
"Kurze Hosen, T-Shirts und Baseballcaps sind angesagt .",1,467,8,14.0,120.0,A2,64.37,A2
Dann macht Timo die Musik an und gibt allen eine Limonade.,0,516,11,,,A1,102.61,A1
Dort werden nur lustige Videos mit Katzen und Hunden gezeigt.,0,722,10,,,A1,95.17,A1
Der Entwurf aus Sandstein im frühklassizistischen Stil stammt von Carl Gotthard Langhans – nach dem Vorbild des Eingangstors zur Akropolis in Athen.,4,452,22,37.0,148.0,C1,58.62,C1
Wie lautete das richtige Passwort noch mal?,1,316,7,9.0,114.0,A2,106.67,A2
Aber das erste Mal elektrisches Licht gab es auf dem Oktoberfest erst im Jahr 1886. Die 16 Bogenlampen mit ihrer großen Helligkeit waren damals eine richtige Sensation!,3,667,27,,,B2,74.69,B2
Die beiden Freundinnen gehen zum Ball.,0,531,6,,,A1,73.85,A1
"Kaum war der Sarg in der Michaelskirche eingetroffen, zog ein gewaltiges Gewitter herauf, und man kann praktisch sagen: ‚Unter Blitz und Donner wurde König Ludwig auch zu Grab getragen‘.",5,308,29,45.0,156.0,C2,67.42,C2
Sie kann nicht so einfach durch drei Zentimeter dicke Haut stechen und Blut saugen.,4,715,14,,,C1,91.11,C1
"/ Es ist nur teilweise ‘ne Bereicherung, hochbegabt zu sein.",3,302,10,16.0,122.0,B2,87.72,B2
Neben dem Boot sitzt ein Mann auf einem Stuhl.,0,501,9,,,A1,113.1,A1
Und was glauben Sie … wer postet mehr Selfies?,2,750,9,,,B1,105.66,B1
Emil will nicht allein zu Hause bleiben.,1,475,7,,,A2,115.13,A2
"Sie stehen in keinerlei Beziehung zu den Städten, zu deren historisch gewachsenen urbanen Strukturen.",5,unknown,14,,,C2,57.27,C2
Sie beginnt ein Studium und heute ist der erste Tag.,1,469,10,,,A2,78.25,A2
Anna zieht ihre Jacke an und nimmt ihre Tasche.,0,499,9,,,A1,104.64,A1
Dabei tragen sie alle Risiken eines selbstständigen Unternehmers.,4,318,8,12.0,119.0,C1,63.36,C1
In Orten wie dem österreichischen St.,0,484,6,8.0,113.0,A1,56.93,A1
