sentence,difficulty,text_id,sentence_length,sentence_tokens,total_tokens_per_call,difficulty_reviewed,readability
"Das Konzept hat sich bewährt, ökologisch wie ökonomisch.",C2,unknown,8,,,C2,80.28
"Die Bomben auf Belgrad haben gezeigt, wie schnell aus einer sogenannten humanitären Intervention eine brachiale Verfolgung eigener machtpolitischer Interessen wird – das kommt dabei heraus, wenn man anfängt, sich einzumischen.",C2,unknown,30,,,C2,25.12
"Da fehlt die Dimension der problematisierenden Versprachlichung einer persönlichen existenziellen Erfahrung, eine Erfahrung des Reisens ins Neue, ins noch Unbekannte.",C1,313,20,37.0,148.0,C2,25.8
"Er wuchs mit der Druckerei und dem Geräusch von Druckmaschinen wie der Rotationsmaschine auf, er hatte sie im übertragenen Sinn im Rücken.",C1,312,22,31.0,144.0,C2,49.15
"Die hochentwickelte Nachbearbeitung von Bildern, die sich durch präzise Gestaltung von Licht und Schatten auszeichnet, stellt für die neueste Generation KI-basierter Grafikprogramme keinerlei Herausforderung dar.",C2,unknown,25,,,C2,37.64
"Das Den- ken ist langsam und träge, die Sprachproduktion gehemmt, es kommt zum sozialen Rückzug, das sexuelle Verlangen erlischt.",C2,unknown,19,,,C2,69.11
Sie lässt die Tablette in ein Glas Wasser gleiten und bereits in der nächsten Szene – das hat das Mittel offensichtlich bewirkt – begrüßt sie mit entspanntem Lächeln einen Mann in akkuratem Anzug.,C2,unknown,33,,,C2,56.93
Im Westen indes verliert künstliches Licht an Strahlkraft; es gilt nicht länger als Symbol des Fortschritts.,C2,unknown,16,,,C2,72.16
"Die bisher solitären,,Lichtinseln"" einer Stadt verschmelzen zu einem viel stärker zusammenhängenden Lichtraum, der vergleichsweise nur noch vereinzelt düstere Nischen erlaubt.",C2,unknown,20,,,C2,25.8
"Nun habe ich mich darauf eingelassen und bin bereit, die sich daraus ergebenden Herausforderungen umfassend zu akzeptieren.",C2,unknown,17,,,C2,54.22
"Schmerz ist der Schutzpatron, der über unsere Gesundheit wacht und er ist der Vater aller Empfindungen.",C2,unknown,16,,,C2,72.16
Der jähr- liche Modafinil-Umsatz von mehr als 700 Milli- onen US-Dollar weist jedoch auf einen starken Gebrauch außerhalb der zugelassenen Anwen- dungsbereiche hin.,C2,unknown,23,,,C2,56.59
Der Bachelor-Studiengang soll den Studierenden literaturpraktische Fähigkeiten sowie literaturhistorische und literaturtheoretische Kenntnisse vermitteln.,C2,unknown,13,,,C2,-51.71
"Zusätzlich pflegt die IJB fruchtbare Partnerschaften mit Kindergärten, Schulen, Universitäten sowie Unterkünften für Flüchtlinge, um eine integrative und kollaborative Bildungslandschaft zu fördern.",C2,unknown,22,,,C2,32.22
"Nach dem Fall der innerdeutschen Grenze im Herbst 1989 machte sich eine Nation auf den Weg in die Freiheit, symbolisiert durch die unzähligen Autos aus Plastik, die über die Grenze rollten.",C2,unknown,31,,,C2,48.47
"Hier gibt es noch Bauten, an deren Fassaden man ganze Epochen ablesen kann.",C2,unknown,13,,,C2,83.66
"Sie finden es toll, dass sie etwas loswerden können, was sie selbst nicht mögen, es aber nicht wegwerfen wollen, aber es auf diese Art einfach jemandem schenken können, auch wenn der es wahrscheinlich nicht haben will.",C2,unknown,36,,,C2,51.86
"Seither hat sich Deutschland an mehreren militärischen Interventionen beteiligt; sie wurden teils humanitär, teils mit der Notwendigkeit der Abwehr von Terrorismus begründet.",C2,unknown,22,,,C2,40.69
"Am bemerkenswertesten aber ist die ganze Region umfassende Initiative in der Provinz Limburg, die lokale und landesweite Interessen zusammenführt, um Partnerschaften zu gründen, die eine „neue industrielle Revolution“ in dieser Gegend verwirklichen wollen.",C2,unknown,33,,,C2,29.52
"Ist der Kranke in dem Haus mit dem Garten gestorben, nachdem seine Familie so viel auf sich nehmen musste, um ihm seine täglichen Medikamenten zu besorgen?",C2,unknown,26,,,C2,70.47
"Der renommierte italienische Schriftsteller Umberto Eco hat einmal angedeutet, dass er gerne die Gelegenheit genutzt hätte, mit ihr einen Abend zu verbringen.",C2,unknown,22,,,C2,57.61
"Doch es heißt, dass jede Handlung und Entscheidung, die einen Konflikt befeuern könnte, im Lichte des Friedensgedankens geprüft werden muss.",C2,unknown,20,,,C2,68.1
"Der Fluchtweg von Homs war sehr gefährlich, die Straßen waren mit den Überresten von zerstörten Bussen und Fahrzeugen gesäumt und überall lauerten Scharfschützen.",C2,unknown,23,,,C2,81.97
"Nachdem er den Islam angenommen hat, durchreist er Europa, um Gotteshäuser fotografisch festzuhalten und deren spirituelle Aura einzufangen.",C2,unknown,18,,,C2,44.75
"Militärärzte versprechen sich nun, Übermüdung im Kampfeinsatz mit dem neuen Wirkstoff besser in den Griff zu bekommen.",C2,unknown,17,,,C2,62.68
Die Häuser müssen günstig sein und einige emotionale Chiffren bedienen.,C2,unknown,10,,,C2,69.79
"Im österreichischen Sprachraum spricht man hier von Austriazismen, im Schweizerdeutschen von Helvetismen und im Bundesdeutschen von Teutonismen.",C1,323,17,31.0,144.0,C2,28.84
Und irgendwie ist er es auch und eben nicht nur die kurze und knappe Information über meinen Beruf.,C2,unknown,18,,,C2,78.59
"Ein idiot savant ist zum Beispiel in der Lage, auf Anhieb riesige Zahlen daraufhin zu prüfen, ob sie prim sind, oder er spielt mühelos eine Sonate nach, die er nur einmal gehört hat.",C2,unknown,33,,,C2,71.82
"Die traditionelle Schuld-Denkweise führt zu hässlichen, zerstörungsminimierenden Schuld- und Gebäudekomplexen.",C2,unknown,10,,,C2,44.41
"Die meisten Neubauten erinnern an kleine Landhäuser – errichtet auf winzigen Grundstücken, ergänzt durch Garagenkästen, die im schlechtesten Fall direkt von der Betonindustrie auf die Parzellen gestellt werden.",C2,unknown,28,,,C2,44.07
"Sandgruber bemerkt treffend: „Hier zeigt sich einmal mehr die unverkennbare Parallele zwischen Vater und Sohn, beide wirken als zentrale Persönlichkeiten innerhalb ihres Umfelds.“",C2,unknown,23,,,C2,22.75
"Warum die Qualen einer Geburt ertragen, wenn es doch die Rückenmarksinjektion gibt?",C2,unknown,12,,,C2,59.3
"Durch ein künstliches Innenohr, ein Cochlea-Implantat, können Gehörlose wieder hören, und über ein »Brain-Machine-Interface« lernen Amputierte, künstliche Gliedmaßen allein durch ihre Hirnaktivität zu steuern.",C2,unknown,24,,,C2,30.2
"Technische Hilfsmittel wie Hörgeräte oder sogar Neurochips sind mittlerweile in der Lage, auch schwere Behinderungen zu kompen- sieren.",C2,unknown,18,,,C2,36.28
"Ein weites und reich bestelltes Feld eröffnet sich, wenn statt von der Intelligenz von ihrer Abwesenheit die Rede ist.",C2,unknown,19,,,C2,69.11
"Die Möglichkeiten für die Lehrkräfte, Innovationen aufzunehmen und in den Unterrichtstag einzubinden, sind immer noch zu gering.",C2,unknown,17,,,C2,54.22
"Architektur ist heute beliebig und wird oft schon nach wenigen Jahren durch Neubauten ersetzt, wie man in boomenden Metropolen weltweit beobachten kann.",C2,unknown,22,,,C2,66.07
"In der heutigen Zeit ist der Begriff ebenso aus der Mode gekommen wie das Wort 'Pläsier', welches synonym für 'Vergnügen' steht.",C2,unknown,21,,,C2,67.08
Trotz ihrer augenscheinlich zahlreichen freien Stunden bleibt ihnen selten Gelegenheit zur kontemplativen Muße.,C2,unknown,13,,,C2,24.44
"Da sie dem Meer viel Land abgerungen haben und regelmäßig unvorhersehbaren Überschwemmungen ausgeleiefert waren, wissen sie seit Jahrhunderten um die natürliche Wachsamkeit, die nötig ist, um sich vor Naturkatastrophen zu schützen.",C2,unknown,31,,,C2,56.93
"Der Reiz liegt im Vorhandensein eines Programms überhaupt, in der Vorhersehbarkeit, mit der neue Geschichten und Nachrichten regelmäßig wieder- kehren.",C2,unknown,20,,,C2,68.1
"Die Station ist Koepckes Erbe, die Verbindung zwischen Peru und Deutschland, zwischen ihrem Leben und dem ihrer verstorbenen Eltern.",C2,unknown,19,,,C2,60.65
"Es wurde ihnen verdeutlicht, dass sie ihr Kind bewusst in einem christlichen Kindergarten eingeschrieben haben und es in jener Einrichtung untergebracht haben.",C2,unknown,22,,,C2,66.07
"Doch auch für die Moral ist der Schmerz unabdingbar: Woher wüsste ich sonst, was anderen weh tut, wenn ich nicht selbst wüsste, was Schmerzen sind?",C2,unknown,25,,,C2,71.48
"Schmerzäußerungen beinhalten die Aufforderung, Empathie und Betreuung zu entwickeln, wie Zuwendung, Trost, Massage, Gebete.",C2,unknown,14,,,C2,31.89
Mit Hilfe eines Sponsors konnte sie das ursprüngliche Areal von zwei auf sieben Quadratkilometer vergrößern.,C2,unknown,15,,,C2,56.25
"Ich wiederholte all das Gesagte, wunderte mich, dass mein Sohn schon so viele deutsche Wörter gelernt hatte, vergaß keines der Dinge, die sie genannt hatten, denn ich kannte sie alle, und ergänzte: „Und mein Fenster im Arbeitszimmer mit dem Blick auf das Nachbarhaus und die Eukalyptusbäume “.",C2,unknown,47,,,C2,41.71
"Dies hängt nicht nur mit den Medien zusammen, sondern spiegelt auch die Funktionsweise unseres Gehirns wider.",C2,unknown,16,,,C2,72.16
Die Verwandlung von Special Agent Dale Cooper in einen bösartigen Dämon in der letzten Folge von Twin Peaks er- schütterte die Fans der Serie nachhaltig; das unklare Ende der Hauptfigur der Sopranos versetzte die amerikanische Fernsehnation auf Wochen hin in Aufruhr.,C2,unknown,41,,,C2,38.32
Er erfasst dabei mit jedem Auge jeweils eine Seite zur gleichen Zeit.,C2,unknown,12,,,C2,84.68
"Traditionell verhaftet, vertrat der Franzose die Auffassung, dass Sportarten wie Turnen und Rugby domänenspezifisch den Männern vorbehalten seien.",C2,unknown,18,,,C2,27.83
"Erinnern Sie sich noch an den ehemaligen Bundeskanzler Gerhard Schröder, der die Lehrer samt und sonders als “faule Säcke” beschimpfte?",C2,unknown,20,,,C2,68.1
"Kein Lehrer wird all diesen Anforderungen perfekt genügen können und aus diesem Wissen heraus mauern die meisten, wenn es darum geht, in einen offenen Dialog mit Eltern und Schülern zu treten.",C2,unknown,31,,,C2,56.93
In einer Expositionstherapie konfron- tierte er Menschen mit extremer Höhenangst mit der gefürchteten Situation: Sie sollten in einem virtuellen Glasaufzug einen Wolkenkratzer hin- auffahren.,C2,unknown,24,,,C2,38.66
"Neben der bedarfsorientierten Verteilung haben wir seit mehreren Jahren die Diskussion, ob nicht eine 1:1-Abdeckung des Computerbedarfs in der Schule viel sinnvoller wäre.",C2,unknown,23,,,C2,56.59
"Das Interesse der For- scher gilt jedoch nicht nur der Verbesserung der Merkfähigkeit; ein zweiter Ansatz zur pharmako- logischen Steigerung der geistigen Leistungs- fähigkeit zielt darauf ab, die Aufmerksamkeit im entscheidenden Moment zu stärken – eine wich- tige Voraussetzung, um Aufgaben erfolgreich zu bewältigen.",C2,unknown,44,,,C2,27.83
"So war Wilhelm zehn Jahre alt, als er von seinem Onkel eine gehörige Tracht Prügel bezog, weil er einem Dorfbewohner die Pfeife mit Kuhhaar gefüllt hatte.",C1,284,26,40.0,152.0,C2,70.47
Bei den Desktop-Computern ist der Verfall schon ein paar Jahre länger her und wurde durch den Wunsch nach mehr Leistung für Spiele und Grafik-Software kompensiert.,C2,unknown,25,,,C2,63.02
"Die Frage, wer das I-Prädikat nicht verdient, läßt eine enorme Zahl von Antworten zu.",C2,unknown,14,,,C2,99.57
"Aber kann auch die »Software« des Menschen verbessert werden – ist es möglich, die ganz normalen Denk- und Lernprozesse in unseren Köpfen zu »tunen«?",C2,unknown,24,,,C2,73.51
"Private Postkartengrüße, die mit gruseliger Handschrift auf der Rückseite beschrieben sind, konnten wir gar nicht erst entziffern.",C2,unknown,17,,,C2,71.14
Gibt es in dieser skizzierten urbanen Welt ein Zurück zur Architektur?,C2,unknown,11,,,C2,77.23
"Wie die Schwalben jedes Jahr wieder den Flug in den Süden antreten, den ihre Familienangehörigen und Vorfahren schon seit Generationen auf sich nehmen, so gehen meine Gedanken und meine Sehnsüchte immer wieder dorthin zurück, nach Syrien, genau dahin, wo unser Haus gestanden hat.",C2,unknown,43,,,C2,44.75
"Ihre Aufgaben je nach Position: Konzeption und Durchführung von Förderprogrammen für in- und ausländische Studierende, Wissenschaftler und Hochschulen, Projektmanagement, Qualitätssicherung und Evaluierung der Förderinstrumente, Kontaktpflege zu Partnerorganisationen, Geldgebern, Hochschulen und Botschaften im In- und Ausland, Erarbeitung von Stellungnahmen zu hochschul- und kulturpolitischen Fragen.",C2,unknown,43,,,C2,2.45
"Sie zeichnen sich durch konzeptionelles und strategisches Denkvermögen aus, sind flexibel und belastbar.",C2,unknown,13,,,C2,41.36
"Ein geblümtes Halstuch, Mäntel, Jacken, Röcke, Blusen legte meine Frau hin, hängte sie wieder auf, warf sie sich über.",C2,unknown,19,,,C2,86.03
Außerdem halten zwei Drittel der Eltern die Vermittlung von kritisch-hinterfragendem Umgang mit dem Computer für wichtig oder sogar äußerst wichtig für die persönliche Entwicklung ihres Kindes.,C2,unknown,26,,,C2,28.17
Die umfassende Ausstellung von 2011 in und um Naumburg setzte sich intensiv mit den Wandlungen in der Religiosität auseinander und beleuchtete den prägenden Einfluss des geheimnisvollen Naumburger Meisters auf die deutsche Sakralarchitektur.,C2,unknown,32,,,C2,39.0
"Naturschützer, Stadtplaner und Mediziner fordern, nicht mehr möglichst alles unterschiedslos zu bestrahlen: Wichtige Knotenpunkte, Plätze und Wohnquartiere sollen leuchten, abseits darf es ruhig etwas schummrig sein.",C2,unknown,26,,,C2,45.09
"So kann etwa Stephen Wiltshire, ein 1974 geborener bri- tischer Autist, nach Rundflügen detaillierte Pano- ramaansichten der Grundrisse ihm unbekannter Städte aus dem Gedächtnis zeichnen.",C2,unknown,25,,,C2,29.18
"Die Tatsache, dass die Hälfte der Fälle auf Suizid zurückzuführen ist, ist von entscheidender Bedeutung, da chronischer Hunger ebenfalls depressive Zustände hervorrufen kann.",C2,unknown,23,,,C2,48.13
"Unter den altehrwürdigen Etablissements sticht der „Bümmersteder Krug“ hervor, ein traditionsreiches Gasthaus, das von der Familie Abel in mittlerweile vierter Generation mit beständiger Hingabe geführt wird.",C2,unknown,26,,,C2,19.71
"Dass sich Lernvorgänge beeinflussen lassen, zeigen diese Beispiele eindrücklich.",C2,unknown,9,,,C2,62.34
Nicht wenige der in den siebziger und achtziger Jahren als pazifistische „Friedenskämpfer“ angetretenen Wortführer sind in den späten neunziger Jahren unversehens zu gewaltbereiten Interventionisten geworden.,C2,unknown,25,,,C2,29.18
"Kirchenhistoriker vermuten, dass es den Mensch gewordenen Sohn Gottes mit all seinem Leid und Schmerz charakterisiert – ein Gleichnis, das seine irdische Existenz in all ihren Facetten widerspiegelt.",C2,unknown,28,,,C2,44.07
"Sie wurde in den 1960er Jahren von Rudolf Häntzschel angelegt: „Auch wenn das damals schon Landschaftsschutzgebiet war hier und man eigentlich tunlichst nichts an den Felsen und der Landschaft verändern sollte: Der alte Häntzschel, obwohl er ‘n Behindertenausweis hatte und Teilinvalide war, hat ja in mühevoller Kleinarbeit auf irgendwelchen Schrottplätzen in der Umgebung Leitern zusammengesammelt, Stahlseile, Eisenstifte, alte Balken und Bohlen von der Eisenbahn, hat sich das dann immer von irgendwelchen Kumpels hierherfahren und hochtragen lassen und hat dann eigentlich illegal diesen Weg durch diese Schlucht ausbauen lassen als ‘ne Steiganlage.",C1,321,91,154.0,283.0,C2,-3.98
Zugleich aber liegt mir die Mahnung am Herzen: Lasst uns die sorgsame Pflege guter Nachbarschaft wichtiger sein als jede Beteiligung an fremden Konflikten in anderen Kontinenten.,C2,unknown,26,,,C2,53.55
"Am ehesten sind Mädchen aus bestimmten Gesellschaftsschichten betroffen, wie Katrin Imbierowicz erläutert: „Wenn man das so auf Stereotype festlegen wollte, dann könnte man schon sagen, – also, wenn wir jetzt über die Magersucht sprechen –, dass das eher junge Mädchen sind, die aus höheren Bildungsschichten kommen, wo Leistungsorientierung ‘n hohen Stellenwert hat in der Familie.",C1,285,55,83.0,205.0,C2,17.68
"Menschliche Nähe entsteht ja überhaupt nur da, wo Menschen sich als verletzlich offenbaren.",C2,unknown,13,,,C2,58.28
"Es ist die Aufgabe der Politik, Lösungen zu finden, die das Miteinander fördern, statt das Gegeneinander zu verschärfen.",C2,unknown,18,,,C2,61.67
"Katrin Imbierowicz erläutert, dass insbesondere Mädchen bestimmter Gesellschaftsschichten gefährdet sind: 'Betrachtet man das Thema Magersucht vor dem Hintergrund gängiger Stereotype, so lässt sich feststellen, dass vor allem junge Mädchen aus akademisch geprägten Familien betroffen sind, in denen Leistungsorientierung einen hohen Stellenwert genießt.'",C2,unknown,42,,,C2,11.93
"Diejenigen, die umgangssprachlich ihre ‚letzte Fahrt antreten‘, erleben das selbst nicht mehr.",C1,293,12,24.0,132.0,C2,67.76
"Das Studium gliedert sich in die vier Bereiche Prosa, Lyrik, Dramatik und Neue Medien, von denen einer als Kernfach gewählt werden muss.",C2,unknown,22,,,C2,57.61
Wünschenswert sind darüber hinaus Auslandserfahrung durch längere Studien- oder Arbeitsaufenthalte im Ausland sowie gute Kenntnisse einer weiteren Fremdsprache.,C2,unknown,18,,,C2,27.83
"Sie können wachsen, neue Verbindungen zu anderen Nervenzellen aufnehmen, Synapsen können aktiviert, aber auch abgeschaltet werden.",C2,unknown,16,,,C2,55.24
