sentence,difficulty,sentence_length
"Das Fazit der Finanzwissenschaftler, Stadtentwickler und Immobilienexperten: Über zehn Jahre betrachtet, bei Berücksichtigung aller Kosten und Erträge, überwiegen die vermeintlichen finanziellen Vorteile auf der „grünen Wiese“.",C2,26
"Schlagzeilen machte die Substanz, als die US- Sprinterin Kelly White bei der Leichtathletikwelt- meisterschaft 2003 in Paris positiv darauf getes- tet wurde; ihre beiden Goldmedaillen wurden ihr aberkannt.",C2,28
Das Fehlen einer Kultur der Rückmeldung verweist auf ein Verhaftetsein der Schulstrukturen in autoritären Mustern.,C2,15
"Interessierte finden hier Exposés zu sämtlichen Angeboten, inklusive der jeweiligen Ansprechpartner in den Liegenschaftsämtern der teilnehmenden Kommunen.",C2,17
"Nach dem Absturz macht sie sich auf, um Hilfe für die anderen Passagiere zu holen, von denen sie nicht weiß, wo sie sind und ob sie leben.",C2,27
"Es ist daher ein Produktdesign zu fordern, das die nächste Nutzung des Bauwerkes bereits einplant, d. h. dass unsere Rückstände für unsere Nachfahren wieder zu Ressourcen werden.",C2,27
"Die Verlässlichkeit, mit der Neues zu Bekanntem wird, bringt ein Stück Ordnung in den Ablauf der Tageszeiten und schafft imaginäre Gemeinschaftlichkeit.",C2,21
"Um die Geschichten der alten Städte nicht zu stören, ja, um sie noch besser verstehbar zu machen, sollten die Neubauten alte Strukturen wiederaufnehmen.",C2,23
"Nur wenn ich mit meiner Verwundbarkeit meinen Gegenüber antreue, und nur wenn der andere von meiner Verletzlichkeit weiß, kann eine wirkliche Beziehung entstehen.",C2,23
Außerdem halten zwei Drittel der Eltern die Vermittlung von kritisch-hinterfragendem Umgang mit dem Computer für wichtig oder sogar äußerst wichtig für die persönliche Entwicklung ihres Kindes.,C2,26
Nie war Zweckmäßigkeit hässlicher als auf deutschen Schnellstraßen und in angrenzenden Gewerbegebieten.,C2,12
"Fernsehsoziologen sprechen in solchen Fällen von ""parasozialen Kontakten"": der emotionalen Bindung an Personen, die wir gar nicht kennen, ja die nicht einmal existieren müssen und dennoch fester Bestandteil unserer alltäglichen Lebenswirklichkeit sind.",C2,32
"Lobt man also eine Serie wegen ihres Realismus, so sollte man nicht vergessen, dass die gefühlte Übereinstimmung zwischen Erzählung und Wirklichkeit ihrerseits eine Vorgeschichte hat: Die echten Gangster und Polizisten, die sich in der fiktiven Welt einer Serie wie The Wire wiedererkennen, tun das auch deshalb, weil sie sich im echten Leben genau solche ""Räuber und Gendarm""-Shows anschauen.",C2,58
"Ihr Diplom erhalten Sie nach Abgabe Ihres Abschlusstextes, der im Jahrbuch der Akademie „Der Frankfurter literarische Lustgarten“ veröffentlicht wird.",C2,19
"Nein, als ich damals “auf Lehramt” studierte, steckte ich voller Ideale.",C2,11
Er erfasst dabei mit jedem Auge jeweils eine Seite zur gleichen Zeit.,C2,12
"Das Konzept, dass sich mehrere Schüler im Laufe eines Schultages einen Computer teilen können, würde einer bedarfsorientierten Verteilung entsprechen.",C2,19
"Wer heute operiert wird, erlebt keine Tortur wie noch vor 200 Jahren, als chirurgische Eingriffe ohne Betäubung durchgeführt wurden.",C2,19
"Schüler wiederum gehen mit den Lehrern härter ins Gericht: Etwa die Hälfte der Schüler bewertet das Engagement der Lehrer bei der Medienkompetenz als negativ, jeder dritte Schüler bezeichnet die Computerkenntnisse ihrer Lehrer sogar als schlecht.",C2,35
"Man bekommt den Eindruck, dass Planungsämter die Ordnung der Stadt in den Einfamilienhausbezirken retten wollen, nachdem sie jeden Einfluss in den Innenstädten verloren haben.",C2,24
"Berlin: Auf einer Pressekonferenz gab die Leibniz- preisträgerin des Jahres 2010 Rita Lien bekannt, sie nehme seit Jahren Hirndopingmittel ein.",C2,20
"Da sie dem Meer viel Land abgerungen haben und regelmäßig unvorhersehbaren Überschwemmungen ausgeleiefert waren, wissen sie seit Jahrhunderten um die natürliche Wachsamkeit, die nötig ist, um sich vor Naturkatastrophen zu schützen.",C2,31
Öffnen wir den Intelligenz-Container einen Spalt weit und lassen die Eingeschlossenen frei.,C2,12
"Naturschützer, Stadtplaner und Mediziner fordern, nicht mehr möglichst alles unterschiedslos zu bestrahlen: Wichtige Knotenpunkte, Plätze und Wohnquartiere sollen leuchten, abseits darf es ruhig etwas schummrig sein.",C2,26
"Da jedoch der Einsatz durch digitalisierte Lernmaterialien und zunehmende Recherche-Aufträge im Unterricht beständig steigt, steigt auch die Nutzungsmöglichkeit.",C2,18
Dennoch wird die neurobiologische Forschung vom Einsatz entsprechender Mittel überrollt – und es stellen sich viele ethische und rechtliche Probleme: Wer darf Zugang zu solchen Medika- menten haben?,C2,28
"In den vorstädtischen Einfamilienhaussiedlungen hingegen sollte man dem Bürger die Freiheit lassen, Architektur selbst zu erfinden.",C2,16
"Wir müssen zugeben, dass keine Unterrichtsstunde reine Routine ist, sondern das Gegenteil: immer wieder ein Kampf um Anerkennung, ein Ringen um Aufmerksamkeit und Disziplin.",C2,24
"Hierzu erforschen die Neurobiologen, ob sich entscheidende Fakto- ren wie Kalziumkanäle in der Nervenzellmembran sowie wichtige Lernproteine sinnvoll manipulieren lassen.",C2,20
"Dabei sind es ja nicht nur die uns nahestehenden Tiere, die eindrückliche Leistungen vollbringen.",C2,14
"Ein paar Punkte mehr, ein paar Sekunden weniger – allein der Wunsch danach lässt bei manchem Anbieter die Kassen klingeln.",C2,20
"Schön wär’s, wenn ich’s könnte.",C2,5
"Es erschreckt mich, wenn eine Mutter mit dem “Lehrerhasser-Buch” einen Bestseller landet und Eltern auf der Internetseite “Schulradar” mit den Schulen und Lehrern ihrer Kinder abrechnen.",C2,26
"Das Bestreben, die eigene Religion auszubreiten, ging mehr wieder Hand in Hand mit dem Willen, die eigene Macht auszudehnen.",C2,19
Doch Doping mittels pharmakologischer Wach- macher birgt auch Gefahren: 2002 töteten zwei amerikanische Piloten unbeabsichtigt vier kanadische Soldaten in Afghanistan.,C2,20
"Könnte man nicht ein Gebäude konzipieren, das z. B. Sauerstoff herstellt, die Luft reinigt, Kohlenstoff speichert, Wasser reinigt und speichert, Lebewesen vielfach Heimat bietet, ausschließlich Solarenergie nutzt, sich selbst vervielfältigt und die dabei entstandenen hochwertigen Substanzen wieder in Kreisläufe zurückbringt, die Farben mit den Jahreszeiten wechselt?",C2,46
"Noch vor Extremfällen abgesehen, hat der Schmerz sein Schicksal mehr, nicht das, ausgehalten oder hingenommen werden müssen, sondern eine Störung, die es möglichst schnell zu beseitigen gilt.",C2,27
Problematisch wird bei den 1:1-Projekten jedoch immer die Finanzierung.,C2,9
"Es ist schon komisch, dass wir Lehrer, die wir stets und ständig andere und ihre Arbeit bewerten und beurteilen, nicht in der Lage sind, souverän mit Kritik oder Urteilen über uns selber umzugehen.",C2,33
"Religiöse Eiferer haben im Laufe der Menschheitsgeschichte nicht nur Tausende Menschen zum Tode verurteilt, hingerichtet und ermordet, sie haben auch zahllose Kriege angefacht.",C2,23
"Noch vor hundert Jahren wurden Städte als Kunstwerke gestaltet, in denen selbst profane Bauten wie Bahnhöfe oder Brücken eine ästhetische Bedeutung hatten.",C2,22
"bleibt das Ziel der Obrigkeit, die Stadt zunehmend zu durchleuchten, sie transparent und dadurch beherrschbar werden zu lassen, da die Monarchie in der Krise steckt.",C2,25
Die Wahrung des Friedens hängt nicht von den Politikern allein ab.,C2,11
Wir hatten mit den Dingen auch den Geruch von ihnen in den Koffer gepackt.,C2,14
"Die spezifischen Regeln und Möglichkeiten des Soap-Formats dürften somit nicht unbeteiligt sein, wenn Zuschauer auch ihre eigene Familienwirklichkeit wahrnehmen und in Szene setzen.",C2,23
"Bei dem Absturz hat Juliane ihre Brille verloren, am Körper trägt sie ein dünnes Patchwork-Kleid, an den Füßen nur noch eine einzelne weiße Sandale.",C2,24
"Nicht zu vergessen ist, dass wir den Übergang zur Ganztagsschule meistern, die Umstellung auf das Abitur nach 12 Jahren mit Einfallsreichtum und Erfolg erledigen und bei der nächsten Pisa-Studie ein paar Plätze vorrücken.",C2,33
"Der Reiz von Tatort wie auch der Tagesschau liegt nicht einfach im Inhalt der Geschichten und Nachrichten, die uns diese Programme in die Wohnzimmer senden.",C2,25
Die Angriffe von den rechtspopulistischen Leuten ließen uns völlig niedergeschlagen zurück.,C2,11
Verbesserungen an der menschlichen »Hard- ware« sind an sich nichts Neues.,C2,11
"Hier wohnten die drei Kinder, die täglich Ball spielten, jetzt gibt es dort nur noch die Überreste von hohen Eukalyptusbäumen, die durch Bomben zu Asche zerfallen sind.",C2,27
Einst war jede Stadt ein eigener Kosmos mit einer unverwechselbaren Ordnung.,C2,11
Dann wage ich mich zaghaft hinaus und öffne den Kasten mit unruhig klopfendem Herzen.,C2,14
"Darüber hinaus können wir auf ein enormes Repertoire von idiomatischen Wendungen zu- rückgreifen, als da sind: Er ist auf den Kopf gefallen; kann nicht bis drei zählen; ist nicht ganz dicht; hat eine weiche Birne; einen Dachschaden; eine lange Leitung; einen Hau; einen Stich; einen Knall; einen Vogel; ein Brett vorm Kopf; einen Sprung in der Schüssel; ist nicht ganz bei Trost; ist von allen guten Geistern verlassen; hat nicht alle Tassen im Schrank; tickt nicht richtig.",C2,77
"Soziale Hemmungen fallen, ihre Laune ist euphorisch, Sexualität wird hemmungslos aus- gelebt.",C2,12
"Die Denkweise, Häuser als Maschinen, in denen Menschen leben, zu verstehen, wie es einmal ein Architekt des 20. Jahrhunderts ausgedrückt hat, hat fatale Auswirkungen.",C2,24
"Der »Nature«-Artikel löste eine intensive Diskussion über die Legitimation von Gehirndo- ping aus – ein Fünftel der in einem Online-Forum debattierenden Wissenschaftler gab an, selbst schon einmal Medikamente zur Steigerung der geistigen Leistungsfähigkeit eingenommen zu haben.",C2,36
"Doch als ein parkendes Fahrzeug den Parkplatz verließ, nahm mir ein Mercedes den Parkplatz weg, obwohl ich bereits blinkend in Warteposition stand.",C2,22
"Wie die Schwalben jedes Jahr wieder den Flug in den Süden antreten, den ihre Familienangehörigen und Vorfahren schon seit Generationen auf sich nehmen, so gehen meine Gedanken und meine Sehnsüchte immer wieder dorthin zurück, nach Syrien, genau dahin, wo unser Haus gestanden hat.",C2,43
"Sie baten mich zu warten, bis sie bei der Stadt keinen Internen gefunden haben, der sich bewirbt!",C2,17
Der Körper wird durch sportliches Training in Form gebracht oder durch chirurgische Eingriffe korrigiert und ver- schönert.,C2,17
"Betreuung des gesamten Bereichs der zielgruppenorientierten Spenderansprache von Caritas international durch die unterschiedlichen Instrumente des Direktmarketings – Pflege der SAP CRM-Datenbank – datenbankgestützte Zielgruppenanalysen und Entwicklung neuer Produkte zur Spendenwerbung (für unterschiedliche Spendergruppen und Spenderinteressen) – Abfassen von Texten für Mailings – Koordination mit den anderen Bereichen des Fundraising, der Presse- und Öffentlichkeitsarbeit – Zusammenarbeit mit externen Dienstleistern und Agenturen.",C2,60
Die Natur eignet sich nicht für menschliche Projektionen.,C2,8
"Der Schmerz wird als unnötiges und fruchtbares Residuum betrachtet, das der Fortschritt beseitigen muss, ein furchtbarer Anachronismus, der zu verschwinden hat.",C2,21
"2004 gab das britische Verteidigungsministerium zu, schon seit 1998 über 24 000 Tabletten des verbotenen Aufputschmittels gekauft zu haben.",C2,19
"Der Nachbar nimmt den Deckel ab, und ich sehe, wie es rauskommt, alles kommt raus, was ich loswerden wollte, alles ist wieder da, kommt zu mir zurück, die Angst, die Bomben, Flugzeuge, Homs, meine Stadt, meine Heimat, Bomben, Angst, August 2013.

Die Schmerzen und die Angst im Nacken, ich starre in den Himmel, die Sonne scheint, Bombenwetter, die Bomber kreisen und kreisen über Homs, die Piloten halten Ausschau, wo sie ihre teuren Bomben auf uns Syrer abwerfen sollen, das Preisleistungsverhältnis von Bomben zu Opfern muss stimmen.",C2,86
"Wir hatten dort so viel Hunger erlebt, Obdachlosigkeit, verlorene oder zerbrochene Träume, Demütigung, Angst, Terror, Armut, Folter, Ungerechtigkeit und Unterdrückung.",C2,20
"Auch für die Dummheit nämlich gibt es kein Wort, das der Vielfalt der Erscheinungen gerecht werden könnte.",C2,17
Die Idee der Fortsetzung gehört demnach zur medialen Grundausstattung des Fernsehens.,C2,11
Ist nicht selbst das Eins-zu-eins-Verhältnis inzwischen überholt?,C2,7
"Du müsstest also die Kinder abholen und bis zum Eintreffen eines Elternteils mit ihnen spielen, Sport treiben, Essen machen, auch mal ins Bett bringen - sie also betreuen.",C2,28
"Kim Peek, das Vorbild für den »Rain Man« aus dem gleichnami- gen Film mit Dustin Hoffman, kennt über 12 000 Bücher auswendig und kann sich den Inhalt einer Seite in knapp zehn Sekunden vollständig ein- prägen.",C2,36
"In einer globalisierten Welt, in der Nationen, Kulturen und Religionen enger denn je miteinander verflochten sind, wird der Kompromiss zur Grundlage für das Überleben.",C2,24
"Vor allem mussten wir aber lernen, den Geschossen der Scharfschützen zu entkommen, um sicher von einem Tagesausflug nach Hause zurückzukehren.",C2,20
"Bisher richteten sich die Arbeitszeiten nach Sonnenauf- und -untergang, dazwischen lag eine Zwangspause: kein Licht, keine Produktion.",C2,17
Gasdichte Gebäude werden dadurch quasi zu Gaskammern.,C2,7
"D-Cycloserin bin- det an Glutamatrezeptoren im Gehirn und fördert die Vernetzung von Synapsen, wie Hirnschnitte in Tierexperimenten zeigten.",C2,18
Doch in den zahllosen mittleren und kleineren Städten sowie in den Vorstädten und Agglomerationen macht sich eine hoffnungslose Traurigkeit breit.,C2,20
Bei den Desktop-Computern ist der Verfall schon ein paar Jahre länger her und wurde durch den Wunsch nach mehr Leistung für Spiele und Grafik-Software kompensiert.,C2,25
"Obwohl solche Menschen oft nur einen IQ von 50 erreichen, erbringen manche von ihnen sensationelle Leistungen.",C2,16
Aus voller innerer Überzeugung haben wir 1990 gemeinsam mit den vier Siegermächten des Zweiten Weltkriegs die außenpolitischen Aspekte der deutschen Wiedervereinigung vertraglich geregelt.,C2,23
"“ Jeder Metzger macht den ‚feinen Pinkel‘, die geräucherte Hafergrützwurst, anders und bewahrt sein Geheimnis, welche Zutaten und Gewürze in welchem Verhältnis in den Pinkel, die plattdeutsche Bezeichnung für den Schweine- oder Rindermastdarm, gefüllt werden.",C2,35
"Und drittens gibt die Hartnäckigkeit zu denken, mit der alle möglichen Tiere zum Vergleich heran- gezogen werden, ganz so, als hätte die Evolution außer uns nur bedauernswerte Mängelwesen hervorgebracht.",C2,29
"Juliane Koepcke ist heute noch unterwegs zwischen diesen Welten, über 40 Jahre nach dem Tag, an dem sie vom Himmel fiel.",C2,21
"Ein geblümtes Halstuch, Mäntel, Jacken, Röcke, Blusen legte meine Frau hin, hängte sie wieder auf, warf sie sich über.",C2,19
"Herzrasen, Nervosität und ein extremes Hochgefühl sind die Folge – mitunter auf Kosten der Selbstkontrolle.",C2,15
Seit 1945 verbietet das Völkerrecht in Gestalt der Satzung der Vereinten Nationen jede gewaltsame Einmischung von außen in die Angelegenheiten eines Staates.,C2,22
"Das Interesse der For- scher gilt jedoch nicht nur der Verbesserung der Merkfähigkeit; ein zweiter Ansatz zur pharmako- logischen Steigerung der geistigen Leistungs- fähigkeit zielt darauf ab, die Aufmerksamkeit im entscheidenden Moment zu stärken – eine wich- tige Voraussetzung, um Aufgaben erfolgreich zu bewältigen.",C2,44
"So unbedacht gehen wir inzwischen mit der künstlichen Helligkeit um, dass sie unsere Gesundheit gefährdet.",C2,15
"Technische Hilfsmittel wie Hörgeräte oder sogar Neurochips sind mittlerweile in der Lage, auch schwere Behinderungen zu kompen- sieren.",C2,18
"Der Geruch entfaltete sich in der Wohnung und wir horchten auf die Einfahrt, um Renate an der Haustür zu empfangen.",C2,20
